7.3.2,i4x://DelftX/ET3034TUx/problem/e30a2732c13c4e9f8dba640de086687b,222.0,1379.0,,,,,,,,5217.0
Question 7.3.3,i4x://DelftX/ET3034TUx/problem/7ef1203dbfe7426b878d685c00fdfb89,485.0,954.0,,,,,,,,5379.0
Question 7.4.1,i4x://DelftX/ET3034TUx/problem/9f0b2b00ec6b47048f29edd66b2e51ad,127.0,1314.0,,,,,,,,5348.0
Question 7.4.2,i4x://DelftX/ET3034TUx/problem/4888f26dde414340b9679a5b15c8b09d,140.0,1255.0,,,,,,,,5394.0
Question 7.5.1,i4x://DelftX/ET3034TUx/problem/e8b0e1ef6933487b8c0d1812fe327748,107.0,1353.0,,,,,,,,5326.0
Question 7.5.2,i4x://DelftX/ET3034TUx/problem/1d22e5652d6b4c8a979b3c3e955fb6a2,76.0,1368.0,,,,,,,,5342.0
7.5.3,i4x://DelftX/ET3034TUx/problem/aef7b9dd24ff47629a63b382b4cdce59,226.0,179.0,196.0,86.0,883.0,,,,,5216.0
7.5.4,i4x://DelftX/ET3034TUx/problem/b31b31045b9e4cf7a9bf2c73cc002d9b,150.0,1099.0,,,,,,,,5537.0
Temperature effect,i4x://DelftX/ET3034TUx/problem/e5d695d3c2e8494e8ad5e3af92c527c0,391.0,99.0,2039.0,,,,,,,3993.0
"IV, PV curve and operating point",i4x://DelftX/ET3034TUx/problem/df885f1807e3415abd9ff19866ad7cdf,1139.0,1312.0,,,,,,,,4071.0
MPPT Algorithms,i4x://DelftX/ET3034TUx/problem/86fb9c31b3684992be55f894a073f775,674.0,1748.0,,,,,,,,4100.0
Inverter,i4x://DelftX/ET3034TUx/problem/e23da3ab75a847998c4d6703bc9c1308,504.0,1991.0,,,,,,,,4027.0
Batteries,i4x://DelftX/ET3034TUx/problem/0d4cf231121d4232b0f09df7ebcf1bb0,305.0,45.0,28.0,25.0,77.0,1981.0,,,,4061.0
Question 8.1.1,i4x://DelftX/ET3034TUx/problem/1c91e08df08c4655a6f433a7d43b6b7e,201.0,88.0,47.0,1111.0,,,,,,4472.0
Question 8.1.2,i4x://DelftX/ET3034TUx/problem/0a3718d927954dd7bb4dfbde7ae65e49,373.0,120.0,902.0,,,,,,,4524.0
Question 8.1.3,i4x://DelftX/ET3034TUx/problem/001d77c622084285ba1fea4cbd4bea80,408.0,79.0,882.0,,,,,,,4550.0
8.2.1 Grid-Connected PV System - 1,i4x://DelftX/ET3034TUx/problem/2a3043d05cf04d4d88400baa4ab52ed7,70.0,1028.0,,,,,,,,4725.0
8.2.2 Grid-Connected PV System  - 2,i4x://DelftX/ET3034TUx/problem/0c007431b6b5419ea9c97626d036bbae,88.0,1002.0,,,,,,,,4733.0
Question 8.3.1,i4x://DelftX/ET3034TUx/problem/abf0ba0885d34dee9d7dc9a5594f02ff,268.0,854.0,,,,,,,,4694.0
Question 8.3.2,i4x://DelftX/ET3034TUx/problem/4e9cccf28c0843d7956c1bd26c4a2625,113.0,31.0,894.0,,,,,,,4778.0
8.4.1 Environmental Considerations,i4x://DelftX/ET3034TUx/problem/054a33007f0943048ecfc754e9797416,244.0,57.0,104.0,927.0,,,,,,4466.0
1. Modules in PV Systems - Temperature effect,i4x://DelftX/ET3034TUx/problem/23ee477971084a94b655dc0c7e63587e,92.0,96.0,1874.0,,,,,,,3263.0
2. MPPT Concepts,i4x://DelftX/ET3034TUx/problem/391e254c2dbc4517b1eaaedf570b5291,442.0,1748.0,,,,,,,,3135.0
3. Batteries in PV Systems I,i4x://DelftX/ET3034TUx/problem/59571f0450964e459178189a4b4b8c34,41.0,50.0,91.0,1901.0,,,,,,3242.0
3. Batteries in PV Systems II,i4x://DelftX/ET3034TUx/problem/e4d8d96d13e846b7866481aebe244f48,29.0,17.0,40.0,1949.0,,,,,,3290.0
4. Standalone PV System I,i4x://DelftX/ET3034TUx/problem/e49e75df3de3498ab5d8519f708ec2c9,41.0,16.0,202.0,1781.0,,,,,,3285.0
4. Standalone PV System II,i4x://DelftX/ET3034TUx/problem/105aaa1b083540f5bc18485329550c75,116.0,1821.0,,,,,,,,3388.0
4. Standalone PV System III,i4x://DelftX/ET3034TUx/problem/7e347d3253694438930e278ce4020d23,129.0,186.0,1622.0,,,,,,,3388.0
5. Economics of PV Systems,i4x://DelftX/ET3034TUx/problem/522b2329552948afbb5d7afef9aa803c,736.0,1477.0,,,,,,,,3112.0
6. Environmental Considerations of PV Systems,i4x://DelftX/ET3034TUx/problem/f02ba7fe646a4defa63291eb197f78ec,38.0,184.0,84.0,1654.0,,,,,,3365.0
Rayleigh Film,i4x://DelftX/ET3034TUx/problem/050b072b21c54517a39627c92f01a685,,,,,,,,,,5.0
Destructive interference,i4x://DelftX/ET3034TUx/problem/bdf1b126b84c4feda40c24c99e694379,,,,,,,,,,5.0
Critical Angle,i4x://DelftX/ET3034TUx/problem/6a3065f5c165496f84a1829d5f254532,,,,,,,,,,5.0
thickness,i4x://DelftX/ET3034TUx/problem/55085c92a8b7442c8906d43f6e0cd8f4,,,,,,,,,,5.0
Multiple Choice,i4x://DelftX/ET3034TUx/problem/a8eb6a1bb04a414093c0b419b985109c,,,,,,,,,,5.0
